"","uid_max","visitor_access_level","total_days","missing","other web sites","search engines","social networks","typed/bookmarked","Purchase.IDs","Referrer.Type","product"
"335","1091036",3,3,0,1,0,0,1,"D6001273","typed/bookmarked","Digital Only"
"336","1091127",1,2,0,0,0,0,2,"D5948398","typed/bookmarked","Digital Only"
"337","1091143",1,1,0,0,0,0,0,"D6056149","typed/bookmarked","Health Pulse"
"338","1091266",3,1,0,1,0,0,1,"D6041854","search engines","Digital and Print"
"339","1091383",1,1,0,0,0,0,0,"D5939230","typed/bookmarked","Digital and Print"
"340","1091532",1,1,0,0,0,0,0,"D5936567","typed/bookmarked","Health Pulse"
"341","1091581",3,38,0,0,0,0,64,"D6233928","missing","Digital Only"
"342","1091601",1,2,0,0,2,0,0,"D6029594","search engines","Health Pulse"
"343","1091935",0,1,0,0,0,0,0,"D6286307","missing","Digital Only"
"344","1092096",3,9,0,0,0,0,8,"D6075264","typed/bookmarked","Digital Only"
"345","1092375",3,4,0,0,3,0,1,"D6283958","search engines","Digital Only"
"346","1092440",1,3,0,0,0,0,3,"D5938620","typed/bookmarked","Digital Only"
"347","1092451",3,1,0,0,0,0,1,"D6107823","typed/bookmarked","Digital Only"
"348","1092529",3,3,0,0,0,1,1,"D6003888","typed/bookmarked","Digital Only"
"349","1092579",1,11,0,0,0,0,11,"D6273934","typed/bookmarked","Digital and Print"
"350","1092616",3,4,0,0,3,0,1,"D6072842","missing","Digital and Print"
"351","1092727",3,4,0,0,0,0,4,"D6026620","typed/bookmarked","Digital Only"
"352","1092803",0,1,0,0,0,0,0,"D5940308","typed/bookmarked","Digital Only"
"353","1092843",1,1,0,0,0,0,0,"D6333710","typed/bookmarked","Digital Only"
"354","1093598",3,16,0,0,0,0,21,"D6214525","typed/bookmarked","Digital Only"
"355","1093624",1,1,0,0,0,0,0,"D6020740","search engines","Health Pulse"
"356","1093720",0,1,0,0,0,0,0,"D6073264","typed/bookmarked","Digital and Print"
"357","1093972",3,2,0,0,1,0,3,"D5939204","typed/bookmarked","Health Pulse"
"358","1094151",1,2,0,0,0,0,2,"D6002731","missing","Digital Only"
"359","1094556",3,3,0,0,0,0,2,"D5925316","typed/bookmarked","Digital Only"
"360","1094628",3,15,5,0,6,1,14,"D6308177","search engines","Digital Only"
"361","1094677",3,5,0,0,0,0,6,"D6001505","search engines","Digital Only"
"362","1094796",3,5,0,0,0,0,4,"D5971077","typed/bookmarked","Digital Only"
"363","1094835",1,6,0,0,0,0,6,"D6282022","typed/bookmarked","Digital Only"
"364","1095276",3,2,0,0,1,0,1,"D6002987","other web sites","Digital Only"
"365","1095536",0,1,0,0,0,0,0,"D6182645","search engines","Digital Only"
"366","1095697",1,7,1,0,4,0,5,"D6225500","search engines","Digital Only"
"367","1095721",1,2,0,0,0,0,1,"D6043114","typed/bookmarked","Digital Only"
"368","1095781",3,4,0,0,3,0,0,"D6065991","search engines","Digital Only"
"369","1095929",1,2,1,0,0,0,0,"D6075196","search engines","Digital Only"
"370","1096006",1,2,0,0,0,0,3,"D5924901","typed/bookmarked","Digital Only"
"371","1096009",1,1,0,0,0,0,0,"D6072774","other web sites","Digital Only"
"372","1096025",3,15,0,0,2,3,18,"D6286605","typed/bookmarked","Digital Only"
"373","1096243",1,3,0,0,0,0,3,"D6030349","missing","Digital Only"
"374","1096451",1,3,0,1,0,0,2,"D6274278","search engines","Digital Only"
"375","1096484",3,10,0,0,1,0,13,"D6286250","search engines","Digital and Print"
"376","1096494",1,1,0,0,0,0,0,"D6102274","search engines","Digital Only"
"377","1096542",3,1,0,0,1,0,0,"D6003380","other web sites","Digital Only"
"378","1096615",3,1,0,0,1,0,0,"D5948887","other web sites","Digital Only"
"379","1096625",0,1,0,0,0,0,0,"D5939310","social networks","Digital and Print"
"380","1096904",0,8,0,0,0,0,7,"D6273688","missing","Digital Only"
"381","1096969",1,2,0,0,2,0,0,"D6058251","typed/bookmarked","Digital Only"
"382","1096988",0,1,0,0,0,0,0,"D6073804","search engines","Digital and Print"
"383","1096994",3,3,1,0,0,0,1,"D6225718","typed/bookmarked","Health Pulse"
"384","1097046",1,5,0,1,4,0,0,"D6161292","search engines","Digital Only"
"385","1097136",1,5,0,2,3,0,2,"D6175941","search engines","Digital Only"
"386","1097172",1,2,2,0,0,0,1,"D5924495","search engines","Health Pulse"
"387","1097322",3,4,0,0,0,1,3,"D6166039","other web sites","Digital Only"
"388","1097364",3,16,0,0,1,1,19,"D6056461","typed/bookmarked","Digital Only"
"389","1097458",3,1,0,0,0,0,0,"D6270103","search engines","Health Pulse"
"390","1097547",1,4,0,0,0,0,4,"D6066048","typed/bookmarked","Health Pulse"
"391","1097551",1,4,0,0,0,0,4,"D6270422","typed/bookmarked","Print Only"
"392","1097863",0,1,0,0,0,0,1,"D6297336","search engines","Health Pulse"
"393","1098132",1,1,0,0,0,0,0,"D6102320","typed/bookmarked","Digital Only"
"394","1098434",1,1,0,0,0,0,0,"D5938579","search engines","Digital Only"
"395","1098666",0,1,0,0,0,0,0,"D6286895","missing","Digital Only"
"396","1098726",3,8,0,0,0,0,9,"D6165964","typed/bookmarked","Digital Only"
"397","1098841",1,3,1,4,0,0,0,"D6314493","search engines","Digital Only"
"398","1098867",3,5,0,0,0,0,4,"D6334722","typed/bookmarked","Digital and Print"
"399","1098964",0,1,0,0,0,0,0,"D6297648","typed/bookmarked","Digital Only"
"400","1099451",3,25,0,1,5,3,29,"D6308515","search engines","Digital Only"
"401","1099590",1,3,0,0,0,0,4,"D6306402","typed/bookmarked","Digital Only"
"402","1099738",3,4,0,0,0,1,3,"D5936454","typed/bookmarked","Digital Only"
"403","1099765",3,1,0,0,1,0,3,"D5917380","typed/bookmarked","Health Pulse"
"404","1099878",3,6,1,0,0,0,4,"D6102322","typed/bookmarked","Digital Only"
"405","1100015",3,6,0,0,0,0,7,"D6096146","typed/bookmarked","Digital Only"
"406","1100039",1,4,0,1,0,0,4,"D6056923","search engines","Digital and Print"
"407","1100163",0,1,0,0,0,0,0,"D6026884","search engines","Digital Only"
"408","1100308",0,1,0,0,0,0,0,"D6029804","typed/bookmarked","Digital Only"
"409","1100709",3,7,0,0,0,5,1,"D6246527","typed/bookmarked","Digital Only"
"410","1101044",3,40,5,3,13,5,33,"D6334124","typed/bookmarked","Health Pulse"
"411","1101395",3,25,0,0,0,0,28,"D6309152","typed/bookmarked","Digital Only"
"412","1101550",0,1,0,0,0,0,0,"D6039812","typed/bookmarked","Digital Only"
"413","1102600",3,6,0,0,0,0,6,"D6095269","typed/bookmarked","Digital Only"
"414","1103438",3,5,1,0,2,0,2,"D6072943","search engines","Health Pulse"
"415","1103480",1,1,0,0,0,0,0,"D6274887","typed/bookmarked","Digital Only"
"416","1103592",1,3,0,0,0,0,3,"D6165793","typed/bookmarked","Digital Only"
"417","1103789",3,8,0,0,5,0,11,"D6107598","search engines","Digital Only"
"418","1103972",0,1,0,0,0,0,0,"D6064399","typed/bookmarked","Digital Only"
"419","1103990",3,7,0,0,2,0,9,"D6270943","search engines","Health Pulse"
"420","1104075",0,1,0,0,0,0,0,"D5939973","typed/bookmarked","Digital Only"
"421","1104436",3,1,0,0,0,0,0,"D6323059","search engines","Digital Only"
"422","1104527",3,14,0,0,1,0,12,"D6309181","typed/bookmarked","Digital Only"
"423","1104566",3,20,0,5,1,0,26,"D6315190","typed/bookmarked","Digital Only"
"424","1104631",3,27,6,1,4,0,39,"D6296582","typed/bookmarked","Digital Only"
"425","1104798",3,11,0,0,4,0,7,"D6347093","search engines","Digital Only"
"426","1105067",3,2,0,0,0,2,0,"D6003899","social networks","Digital and Print"
"427","1105271",1,1,0,0,0,0,0,"D6029790","search engines","Digital Only"
"428","1105321",1,4,0,0,0,0,3,"D6026658","typed/bookmarked","Digital Only"
"429","1105346",0,2,0,0,1,0,0,"D6031471","search engines","Digital Only"
"430","1105365",1,2,0,1,1,0,1,"D6153273","typed/bookmarked","Digital Only"
"431","1105595",0,2,0,0,0,0,1,"D5947785","search engines","Digital and Print"
"432","1105797",1,22,0,0,1,3,26,"D6226451","search engines","Digital Only"
"433","1105966",0,1,0,0,0,0,0,"D6027234","search engines","Digital Only"
"434","1107059",3,5,0,0,0,0,4,"D6313843","typed/bookmarked","Print Only"
"435","1107142",3,16,1,6,0,1,13,"D6347367","typed/bookmarked","Digital Only"
"436","1107184",0,1,0,0,0,0,0,"D6021090","missing","Digital Only"
"437","1107307",1,3,0,0,0,0,3,"D6165834","typed/bookmarked","Print Only"
"438","1107357",3,2,0,1,0,0,0,"D5940473","typed/bookmarked","Digital Only"
"439","1107699",1,1,0,0,0,0,0,"D6154614","social networks","Digital Only"
"440","1107844",3,6,0,0,0,0,6,"D6030667","typed/bookmarked","Digital Only"
"441","1107929",3,7,7,1,1,0,2,"D6314939","search engines","Digital Only"
"442","1107989",3,74,4,31,45,9,138,"D6335135","typed/bookmarked","Digital Only"
"443","1108132",0,1,0,0,0,0,0,"D6103242","search engines","Digital Only"
"444","1108181",1,8,0,0,0,0,8,"D6064673","typed/bookmarked","Digital Only"
"445","1108230",1,3,0,0,0,0,5,"D6044016","other web sites","Digital Only"
"446","1108390",1,1,0,0,0,0,0,"D6056641","typed/bookmarked","Digital Only"
"447","1108398",3,2,0,0,0,0,2,"D5948514","typed/bookmarked","Digital Only"
"448","1108473",1,2,0,0,0,0,1,"D5924187","social networks","Digital Only"
"449","1109038",3,1,0,0,0,0,0,"D6258587","typed/bookmarked","Digital and Print"
"450","1109201",3,1,0,0,0,0,0,"D6258534","typed/bookmarked","Digital Only"
"451","1109247",3,1,0,0,0,0,1,"D6026972","typed/bookmarked","Digital Only"
"452","1109259",1,1,0,0,1,0,0,"D6089569","missing","Digital Only"
"453","1109261",1,2,0,0,1,0,0,"D6065970","typed/bookmarked","Digital Only"
"454","1109355",1,2,0,0,0,0,1,"D6095189","typed/bookmarked","Digital Only"
"455","1109496",3,12,1,0,0,0,11,"D6347080","typed/bookmarked","Digital Only"
"456","1109573",3,5,0,0,1,0,4,"D6030102","search engines","Digital Only"
"457","1109705",1,1,0,0,0,0,0,"D6057079","typed/bookmarked","Health Pulse"
"458","1109796",0,1,0,0,0,0,0,"D6042311","typed/bookmarked","Health Pulse"
"459","1109878",1,2,0,0,0,0,1,"D6102799","typed/bookmarked","Digital Only"
"460","1109899",3,1,0,0,0,0,2,"D6226415","typed/bookmarked","Digital Only"
"461","1109914",1,2,1,1,0,0,1,"D6346107","missing","Digital Only"
"462","1110186",1,6,0,0,0,0,5,"D6297516","search engines","Digital Only"
"463","1110471",1,3,0,0,2,0,0,"D6026717","search engines","Digital Only"
"464","1111193",3,19,3,0,0,0,24,"D6294480","typed/bookmarked","Digital Only"
"465","1111226",0,1,0,0,0,0,0,"D5924104","typed/bookmarked","Digital Only"
"466","1111460",1,1,0,0,0,0,0,"D5924038","typed/bookmarked","Digital Only"
"467","1111533",1,9,0,0,0,0,14,"D6043948","typed/bookmarked","Digital Only"
"468","1111781",3,1,0,0,0,0,0,"D6313557","typed/bookmarked","Digital Only"
"469","1111945",0,1,0,0,0,0,0,"D5940427","missing","Digital and Print"
"470","1112021",0,1,1,0,0,0,1,"D6283877","search engines","Health Pulse"
"471","1112374",3,15,11,0,0,0,4,"D6346100","search engines","Health Pulse"
"472","1112622",0,1,0,0,0,0,0,"D6001863","typed/bookmarked","Digital and Print"
"473","111274",3,3,0,0,1,0,2,"D6313820","typed/bookmarked","Print Only"
"474","1112978864656895933_8739930813859847674",0,1,0,0,0,0,0,"D6001277","missing","Digital and Print"
"475","1113001",1,2,0,0,1,0,0,"D6072804","missing","Digital Only"
"476","1113056",3,5,1,0,4,0,1,"D6314085","typed/bookmarked","Digital and Print"
"477","1113273",3,2,0,0,0,0,1,"D6348720","typed/bookmarked","Digital and Print"
"478","1113316",1,1,0,0,0,0,0,"D5939272","typed/bookmarked","Digital Only"
"479","1113381",1,11,0,0,0,0,12,"D6103529","typed/bookmarked","Digital Only"
"480","1113620",0,1,0,0,0,0,0,"D6030292","search engines","Digital Only"
"481","1113740",3,1,0,0,0,0,0,"D6340704","typed/bookmarked","Digital Only"
"482","1113778",0,1,0,0,0,0,0,"D5925122","typed/bookmarked","Digital Only"
"483","1114002",0,2,0,0,0,0,1,"D6183215","typed/bookmarked","Digital and Print"
"484","1114097",1,5,0,0,0,0,4,"D6314950","typed/bookmarked","Digital Only"
"485","1114217",1,1,1,0,0,0,2,"D6003250","missing","Digital Only"
"486","1114326",0,1,0,0,0,0,0,"D6095417","typed/bookmarked","Digital Only"
"487","1114379",1,16,0,0,0,18,0,"D6347181","social networks","Digital Only"
"488","1114452",3,15,1,1,3,1,10,"D6182733","typed/bookmarked","Digital Only"
"489","1114579",3,4,0,1,3,0,0,"D6347460","typed/bookmarked","Digital Only"
"490","1114619",0,1,0,0,0,0,0,"D6314367","search engines","Health Pulse"
"491","1114709",3,2,0,0,1,0,3,"D6073579","typed/bookmarked","Digital Only"
"492","1114714",3,5,0,0,2,0,2,"D6309480","typed/bookmarked","Digital Only"
"493","1114837",0,1,0,0,0,0,0,"D5919733","search engines","Digital Only"
"494","1115116",3,4,1,0,0,0,6,"D6107839","typed/bookmarked","Digital Only"
"495","1115325",0,1,0,0,0,0,0,"D6088884","social networks","Digital Only"
"496","1115597",1,1,0,0,0,0,0,"D6284370","typed/bookmarked","Digital and Print"
"497","1115825",0,1,0,0,0,0,0,"D6020691","search engines","Digital Only"
"498","1115964",1,11,2,0,0,0,8,"D6226978","typed/bookmarked","Health Pulse"
"499","1116088",1,1,0,0,0,0,0,"D6226499","typed/bookmarked","Digital and Print"
"500","1116178",3,3,0,0,1,0,1,"D6233744","search engines","Digital Only"
"501","1116661",1,1,0,0,0,0,0,"D6335327","typed/bookmarked","Digital Only"
"502","1116868",0,1,0,0,0,0,0,"D6305631","search engines","Digital and Print"
"503","1117019",0,17,1,0,12,3,10,"D6246515","missing","Digital Only"
"504","1119493",0,1,0,0,0,1,0,"D6073398","search engines","Digital and Print"
"505","1119766",0,1,0,0,0,0,0,"D5919538","typed/bookmarked","Digital Only"
"506","1120072",1,4,1,1,0,0,3,"D6308435","typed/bookmarked","Health Pulse"
"507","1120413",1,1,0,0,0,0,0,"D5923891","other web sites","Digital Only"
"508","1120557",3,8,0,1,10,0,0,"D6270645","search engines","Digital Only"
"509","1121310",0,3,0,0,0,0,2,"D6043122","typed/bookmarked","Digital Only"
"510","1121404",1,6,1,0,1,0,6,"D6075140","typed/bookmarked","Health Pulse"
"511","1121460",1,1,0,0,0,0,1,"D5924298","missing","Digital and Print"
"512","1121541",3,21,0,0,1,0,26,"D6246366","typed/bookmarked","Digital Only"
"513","1121838",1,17,0,0,0,14,13,"D6090203","social networks","Digital Only"
"514","1121847",1,9,0,0,0,4,5,"D6072799","typed/bookmarked","Digital Only"
"515","1121932",1,1,0,0,0,0,1,"D5917283","typed/bookmarked","Health Pulse"
"516","1122091",1,2,0,0,1,0,0,"D6020630","typed/bookmarked","Digital Only"
"517","1122333",1,2,0,0,0,0,1,"D5924697","typed/bookmarked","Digital Only"
"518","1122885",1,3,0,0,2,0,2,"D6030632","typed/bookmarked","Digital and Print"
"519","1122950",1,1,0,0,0,0,0,"D6043473","typed/bookmarked","Digital Only"
"520","1122979",1,2,0,0,0,0,2,"D5936348","typed/bookmarked","Health Pulse"
"521","1123024",1,1,0,0,0,0,0,"D6182539","search engines","Digital and Print"
"522","1123082",1,1,0,0,0,0,0,"D6075960","typed/bookmarked","Digital and Print"
"523","1123337",3,7,0,1,4,1,13,"D6027716","typed/bookmarked","Digital Only"
"524","1123343",0,1,0,0,0,0,0,"D5936260","search engines","Digital Only"
"525","1123492",1,1,0,0,0,0,0,"D6251097","search engines","Digital Only"
"526","1123519",3,1,0,0,1,0,0,"D6075970","typed/bookmarked","Digital Only"
"527","1123742",1,5,0,0,0,0,5,"D6027636","typed/bookmarked","Digital Only"
"528","1123919",3,5,0,0,0,0,5,"D6166027","typed/bookmarked","Print Only"
"529","1124057",1,4,0,0,1,0,5,"D6269597","other web sites","Digital Only"
"530","1124068",1,14,0,0,1,0,12,"D6308901","typed/bookmarked","Digital Only"
"531","1124288",0,1,0,0,0,0,0,"D5948780","search engines","Digital Only"
"532","1124368",0,1,0,0,0,0,0,"D5948445","typed/bookmarked","Digital and Print"
"533","1124425",1,1,0,0,0,0,1,"D6153336","missing","Digital Only"
"534","1124608",1,12,3,1,6,0,4,"D6065315","missing","Digital Only"
"535","1124695",3,66,5,0,0,0,94,"D6315250","search engines","Digital Only"
"536","1124772",1,3,0,0,0,2,1,"D6286604","search engines","Digital Only"
"537","1125060",3,26,2,1,25,0,14,"D6265066","search engines","Digital Only"
"538","1125251",1,1,0,0,0,0,1,"D6315012","missing","Digital Only"
"539","1125257",0,1,0,0,0,0,0,"D6234418","search engines","Digital Only"
"540","1125302",1,1,0,0,0,0,0,"D6078505","search engines","Digital Only"
"541","1125481455936263813_3935509229839259171",0,1,0,0,0,0,0,"D6174666","typed/bookmarked","Digital Only"
"542","1126058",1,1,0,0,0,0,0,"D6314456","typed/bookmarked","Digital Only"
"543","1126134",1,1,0,0,0,0,0,"D5917119","social networks","Digital Only"
"544","1126228",1,2,0,0,0,0,1,"D6108991","typed/bookmarked","Health Pulse"
"545","1126521",1,1,0,0,0,0,0,"D6274471","typed/bookmarked","Digital Only"
"546","1126915",1,2,0,0,1,0,0,"D6079396","search engines","Digital Only"
"547","1126988",0,14,0,0,1,0,17,"D6109047","missing","Digital Only"
"548","1127088",1,4,0,0,0,0,5,"D6064917","typed/bookmarked","Digital Only"
"549","1127393",0,1,0,0,0,0,0,"D6066632","search engines","Digital Only"
"550","1127432",1,1,0,0,0,0,0,"D6088846","other web sites","Digital Only"
"551","1127936",0,1,0,0,0,0,0,"D6076260","other web sites","Digital Only"
"552","1128130",1,4,0,0,0,0,3,"D6347288","typed/bookmarked","Digital Only"
"553","1128372",1,2,0,0,0,1,0,"D6315741","social networks","Digital Only"
"554","1128454",3,3,0,0,1,1,1,"D6073636","other web sites","Digital Only"
"555","1128869",3,2,0,1,1,0,2,"D6029541","search engines","Digital Only"
"556","1128959",1,6,0,0,1,0,6,"D6246526","typed/bookmarked","Digital Only"
"557","1128998",3,7,0,0,0,0,7,"D6046313","typed/bookmarked","Digital Only"
"558","1129141",1,1,0,0,0,0,0,"D6001258","typed/bookmarked","Digital Only"
"559","112943",1,1,0,0,0,0,0,"D5949200","other web sites","Digital and Print"
"560","1129467",3,2,0,0,0,0,1,"D6064737","typed/bookmarked","Health Pulse"
"561","1129519",1,3,0,1,2,0,1,"D5936774","typed/bookmarked","Digital Only"
"562","1129541",3,1,0,0,0,0,0,"D6027541","search engines","Digital Only"
"563","1129907",1,1,0,0,1,0,2,"D5922704","other web sites","Digital Only"
"564","1129916",1,1,0,0,0,0,0,"D5937991","typed/bookmarked","Digital Only"
"565","1129954",3,17,0,0,0,0,22,"D6296521","missing","Digital Only"
"566","1130020",0,1,0,0,0,0,0,"D6045730","typed/bookmarked","Digital Only"
"567","1130582",1,1,0,0,0,0,0,"D6340715","typed/bookmarked","Digital and Print"
"568","1130661",1,1,0,0,0,0,0,"D6284545","typed/bookmarked","Digital Only"
"569","1130663",1,5,0,0,1,0,3,"D6204663","typed/bookmarked","Health Pulse"
"570","1131208",1,9,0,0,3,0,9,"D6295767","search engines","Digital Only"
"571","1131552",0,1,0,0,0,0,0,"D6029811","search engines","Digital Only"
"572","1131705",3,2,0,0,0,0,2,"D5939796","search engines","Digital and Print"
"573","1131712",1,1,0,0,0,0,1,"D5924815","typed/bookmarked","Digital Only"
"574","1132037",1,1,0,0,0,0,1,"D5949194","typed/bookmarked","Digital Only"
"575","1132086",1,1,0,0,0,0,0,"D5936746","typed/bookmarked","Digital and Print"
"576","1132191",3,5,0,0,2,0,3,"D6227295","search engines","Digital Only"
"577","1132293",1,3,0,0,0,1,1,"D5924657","typed/bookmarked","Digital Only"
"578","1132467",1,4,0,0,0,0,6,"D6073794","typed/bookmarked","Digital Only"
"579","1132473",1,1,0,0,0,0,0,"D5936606","typed/bookmarked","Digital and Print"
"580","1132477",3,3,2,0,0,0,1,"D6001375","missing","Digital Only"
"581","1132709",1,2,0,0,0,1,0,"D6315187","missing","Digital Only"
"582","1132782",3,1,0,0,0,0,2,"D5937114","typed/bookmarked","Digital and Print"
"583","1132860",3,2,0,0,0,0,1,"D5924533","typed/bookmarked","Digital Only"
"584","1132921",1,1,0,0,0,0,0,"D6072734","search engines","Digital Only"
"585","1133050",1,3,0,0,0,0,2,"D6039931","typed/bookmarked","Digital Only"
"586","1133126",0,1,0,0,0,0,0,"D5924257","typed/bookmarked","Digital Only"
"587","1133485",3,2,0,0,0,0,2,"D6225574","social networks","Digital Only"
"588","1133841",3,9,0,0,2,0,9,"D6225235","typed/bookmarked","Digital Only"
"589","1134047",1,2,0,0,0,0,2,"D5938011","typed/bookmarked","Digital and Print"
"590","1134369",1,7,0,0,0,0,6,"D5940218","typed/bookmarked","Digital and Print"
"591","1134382",0,1,0,0,0,0,0,"D6057459","typed/bookmarked","Digital Only"
"592","1134450",1,5,0,0,0,0,4,"D6090349","typed/bookmarked","Digital Only"
"593","1134812",1,1,0,0,0,0,0,"D5923880","missing","Digital Only"
"594","1135292",1,2,0,0,2,0,0,"D6055963","typed/bookmarked","Digital and Print"
"595","1135362",1,3,0,0,0,2,0,"D5938385","missing","Digital Only"
"596","1135472",0,3,0,0,0,0,2,"D5949032","typed/bookmarked","Digital Only"
"597","1135623",3,3,0,0,0,0,2,"D6269917","typed/bookmarked","Digital Only"
"598","1135670",1,2,0,0,0,0,1,"D5948707","typed/bookmarked","Digital and Print"
